ID;Vorname;Nachname;Angezeigter Name (kurz);Angezeigter Name;Verein;Position;Marktwert;Punkte;Notendurchschnitt
pl-k00147901;Skelly;Alvero;Alvero;Skelly Alvero;Werder Bremen;MIDFIELDER;1600000;16;4.0
pl-k00148084;Madi;Monamay;Monamay;Madi Monamay;Bayer 04 Leverkusen;DEFENDER;500000;0;0.0
pl-k00148133;Oscar;Vilhelmsson;Vilhelmsson;Oscar Vilhelmsson;SV Darmstadt 98;FORWARD;1200000;59;4.08
pl-k00148187;Fares;Chaibi;Chaibi;Fares Chaibi;Eintracht Frankfurt;MIDFIELDER;2200000;68;3.94
pl-k00149094;Jean-Matteo;Bahoya;Bahoya;Jean-Matteo Bahoya;Eintracht Frankfurt;FORWARD;1400000;12;4.25
pl-k00151054;Hugo;Larsson;Larsson;Hugo Larsson;Eintracht Frankfurt;MIDFIELDER;1800000;108;3.54
pl-k00152386;Agon;Elezi;Elezi;Agon Elezi;VfL Bochum;MIDFIELDER;1200000;0;0.0
pl-k00152598;Simon;Simoni;Simoni;Simon Simoni;Eintracht Frankfurt;GOALKEEPER;500000;0;0.0
pl-k00152828;Dion Drena;Beljo;Beljo;Dion Drena Beljo;FC Augsburg;FORWARD;1700000;55;3.92
pl-k00153481;Gustavo;Puerta;Puerta;Gustavo Puerta;Bayer 04 Leverkusen;MIDFIELDER;700000;14;0.0
pl-k00153810;Yannick;Eduardo;Eduardo;Yannick Eduardo;RB Leipzig;FORWARD;500000;0;0.0
pl-k00155136;Kaua;Morais Vieira dos Santos;Kaua Santos;Kaua Santos;Eintracht Frankfurt;GOALKEEPER;600000;0;0.0
pl-k00164996;Isak;Hansen-Aaröen;Hansen-Aaröen;Isak Hansen-Aaröen;Werder Bremen;MIDFIELDER;1000000;6;0.0
