"","spt","team","status","player","type","begin","end","mins","grade","location","opponent","tG","tGA","npG","pG","npA","pA","ownG","ylw","ylwred","red","sds","Position","kID","Vorname","Nachname","Name_lang","MW","Punkte","Note","G_coef","status_pts","grade_pts","npG_pts","pG_pts","npA_pts","pA_pts","ylwred_pts","red_pts","sds_pts","clean_sheet_pts","points","name_long"
"1399",4,"Borussia Dortmund","bench","Duranville","Sturm",NA,NA,NA,NA,"away","VfB Stuttgart",1,5,0,0,0,0,0,0,0,0,FALSE,"Sturm","pl-k00146959","Julien","Duranville","Julien Duranville",1,16,4.2,3,0,NA,0,0,0,0,0,0,0,0,0,"Julien Duranville"
"1400",4,"FC St. Pauli","start","Vasilj","Tor",0,90,90,2.5,"home","RB Leipzig",0,0,0,0,0,0,0,0,0,0,FALSE,"Tor","pl-k00079078","Nikola","Vasilj","Nikola Vasilj",2.2,261,2.77,6,4,4,0,0,0,0,0,0,0,2,10,"Nikola Vasilj"
"1401",4,"FC St. Pauli","start","Wahl","Abwehr",0,90,90,3,"home","RB Leipzig",0,0,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00077817","Hauke","Wahl","Hauke Wahl",1.8,134,3.48,5,4,2,0,0,0,0,0,0,0,0,6,"Hauke Wahl"
"1402",4,"FC St. Pauli","start","Smith","Abwehr",0,90,90,2.5,"home","RB Leipzig",0,0,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00096210","Eric","Smith","Eric Smith",1.8,134,3.53,5,4,4,0,0,0,0,0,0,0,0,8,"Eric Smith"
"1403",4,"FC St. Pauli","start","Mets","Abwehr",0,90,90,3,"home","RB Leipzig",0,0,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00068667","Karol","Mets","Karol Mets",1.6,40,3.5,5,4,2,0,0,0,0,0,0,0,0,6,"Karol Mets"
"1404",4,"FC St. Pauli","start","Saliakas","Abwehr",0,69,69,3,"home","RB Leipzig",0,0,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00084538","Manolis","Saliakas","Manolis Saliakas",1.6,98,3.75,5,4,2,0,0,0,0,0,0,0,0,6,"Manolis Saliakas"
"1405",4,"FC St. Pauli","start","Irvine","Mittelfeld",0,90,90,3,"home","RB Leipzig",0,0,0,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00081971","Jackson","Irvine","Jackson Irvine",2.2,125,3.53,4,4,2,0,0,0,0,0,0,0,0,6,"Jackson Irvine"
"1406",4,"FC St. Pauli","start","Boukhalfa","Mittelfeld",0,82,82,3,"home","RB Leipzig",0,0,0,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00095222","Carlo","Boukhalfa","Carlo Boukhalfa",1,78,3.73,4,4,2,0,0,0,0,0,0,0,0,6,"Carlo Boukhalfa"
"1407",4,"FC St. Pauli","start","Treu","Abwehr",0,90,90,2.5,"home","RB Leipzig",0,0,0,0,0,0,0,1,0,0,FALSE,"Abwehr","pl-k00103305","Philipp","Treu","Philipp Treu",1.4,135,3.55,5,4,4,0,0,0,0,0,0,0,0,8,"Philipp Treu"
"1408",4,"FC St. Pauli","start","Afolayan","Sturm",0,89,89,2,"home","RB Leipzig",0,0,0,0,0,0,0,0,0,0,FALSE,"Sturm","pl-k00153240","Oladapo","Afolayan","Oladapo Afolayan",1.7,69,3.96,3,4,6,0,0,0,0,0,0,0,0,10,"Oladapo Afolayan"
"1409",4,"FC St. Pauli","start","J. Eggestein","Sturm",0,69,69,3,"home","RB Leipzig",0,0,0,0,0,0,0,0,0,0,FALSE,"Sturm","pl-k00075632","Johannes","Eggestein","Johannes Eggestein",1.7,80,3.91,3,4,2,0,0,0,0,0,0,0,0,6,"Johannes Eggestein"
"1410",4,"FC St. Pauli","start","Saad","Sturm",0,90,90,2,"home","RB Leipzig",0,0,0,0,0,0,0,1,0,0,FALSE,"Sturm","pl-k00137800","Elias","Saad","Elias Saad",1.6,64,3.67,3,4,6,0,0,0,0,0,0,0,0,10,"Elias Saad"
"1411",4,"FC St. Pauli","sub","Guilavogui","Sturm",69,90,21,NA,"home","RB Leipzig",0,0,0,0,0,0,0,0,0,0,FALSE,"Sturm","pl-k00135247","Morgan","Guilavogui","Morgan Guilavogui",1.5,101,3.73,3,2,NA,0,0,0,0,0,0,0,0,2,"Morgan Guilavogui"
"1412",4,"FC St. Pauli","sub","Dzwigala","Abwehr",69,90,21,NA,"home","RB Leipzig",0,0,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00112064","Adam","Dzwigala","Adam Dzwigala",1,14,4.07,5,2,NA,0,0,0,0,0,0,0,0,2,"Adam Dzwigala"
"1413",4,"FC St. Pauli","sub","Metcalfe","Mittelfeld",82,90,8,NA,"home","RB Leipzig",0,0,0,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00124798","Connor","Metcalfe","Connor Metcalfe",1.4,11,4.1,4,2,NA,0,0,0,0,0,0,0,0,2,"Connor Metcalfe"
"1414",4,"FC St. Pauli","sub","Banks","Sturm",89,90,1,NA,"home","RB Leipzig",0,0,0,0,0,0,0,0,0,0,FALSE,"Sturm","pl-k00125797","Scott","Banks","Scott Banks",1.2,26,0,3,2,NA,0,0,0,0,0,0,0,0,2,"Scott Banks"
"1415",4,"FC St. Pauli","bench","Voll","Tor",NA,NA,NA,NA,"home","RB Leipzig",0,0,0,0,0,0,0,0,0,0,FALSE,"Tor","pl-k00110890","Ben","Voll","Ben Voll",1,17,2,6,0,NA,0,0,0,0,0,0,0,0,0,"Ben Voll"
"1416",4,"FC St. Pauli","bench","Nemeth","Abwehr",NA,NA,NA,NA,"home","RB Leipzig",0,0,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00113667","David","Nemeth","David Nemeth",1,76,3.73,5,0,NA,0,0,0,0,0,0,0,0,0,"David Nemeth"
"1417",4,"FC St. Pauli","bench","La. Ritzka","Abwehr",NA,NA,NA,NA,"home","RB Leipzig",0,0,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00088765","Lars","Ritzka","Lars Ritzka",1.2,55,3.77,5,0,NA,0,0,0,0,0,0,0,0,0,"Lars Ritzka"
"1418",4,"FC St. Pauli","bench","Albers","Sturm",NA,NA,NA,NA,"home","RB Leipzig",0,0,0,0,0,0,0,0,0,0,FALSE,"Sturm","pl-k00118768","Andreas","Albers","Andreas Albers",0.8,31,0,3,0,NA,0,0,0,0,0,0,0,0,0,"Andreas Albers"
"1419",4,"FC St. Pauli","bench","Sinani","Sturm",NA,NA,NA,NA,"home","RB Leipzig",0,0,0,0,0,0,0,0,0,0,FALSE,"Sturm","pl-k00103527","Danel","Sinani","Danel Sinani",0.8,45,4.3,3,0,NA,0,0,0,0,0,0,0,0,0,"Danel Sinani"
"1420",4,"RB Leipzig","start","Gulacsi","Tor",0,90,90,1,"away","FC St. Pauli",0,0,0,0,0,0,0,0,0,0,TRUE,"Tor","pl-k00058548","Peter","Gulacsi","Peter Gulacsi",3.6,262,2.65,6,4,10,0,0,0,0,0,0,3,2,19,"Peter Gulacsi"
"1421",4,"RB Leipzig","start","Geertruida","Abwehr",0,90,90,4,"away","FC St. Pauli",0,0,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00100558","Lutsharel","Geertruida","Lutsharel Geertruida",2.6,62,3.87,5,4,-2,0,0,0,0,0,0,0,0,2,"Lutsharel Geertruida"
"1422",4,"RB Leipzig","start","Klostermann","Abwehr",0,90,90,3,"away","FC St. Pauli",0,0,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00076575","Lukas","Klostermann","Lukas Klostermann",2,91,3.62,5,4,2,0,0,0,0,0,0,0,0,6,"Lukas Klostermann"
"1423",4,"RB Leipzig","start","Orban","Abwehr",0,90,90,3,"away","FC St. Pauli",0,0,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00069255","Willi","Orban","Willi Orban",3.7,151,3.18,5,4,2,0,0,0,0,0,0,0,0,6,"Willi Orban"
"1424",4,"RB Leipzig","start","Raum","Abwehr",0,74,74,3.5,"away","FC St. Pauli",0,0,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00087750","David","Raum","David Raum",3.6,134,3.14,5,4,0,0,0,0,0,0,0,0,0,4,"David Raum"
"1425",4,"RB Leipzig","start","Seiwald","Mittelfeld",0,90,90,4,"away","FC St. Pauli",0,0,0,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00130252","Nicolas","Seiwald","Nicolas Seiwald",2.2,74,3.74,4,4,-2,0,0,0,0,0,0,0,0,2,"Nicolas Seiwald"
"1426",4,"RB Leipzig","start","A. Haidara","Mittelfeld",0,62,62,4,"away","FC St. Pauli",0,0,0,0,0,0,0,1,0,0,FALSE,"Mittelfeld","pl-k00099794","Amadou","Haidara","Amadou Haidara",2.8,72,3.76,4,4,-2,0,0,0,0,0,0,0,0,2,"Amadou Haidara"
"1427",4,"RB Leipzig","start","Baumgartner","Mittelfeld",0,62,62,4.5,"away","FC St. Pauli",0,0,0,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00102800","Christoph","Baumgartner","Christoph Baumgartner",3,78,3.88,4,4,-4,0,0,0,0,0,0,0,0,0,"Christoph Baumgartner"
"1428",4,"RB Leipzig","start","Xavi","Mittelfeld",0,90,90,4,"away","FC St. Pauli",0,0,0,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00131111","Xavi","Simons","Xavi",6.5,182,3.32,4,4,-2,0,0,0,0,0,0,0,0,2,"Xavi"
"1429",4,"RB Leipzig","start","Poulsen","Sturm",0,61,61,4,"away","FC St. Pauli",0,0,0,0,0,0,0,0,0,0,FALSE,"Sturm","pl-k00076446","Yussuf","Poulsen","Yussuf Poulsen",2.2,50,4,3,4,-2,0,0,0,0,0,0,0,0,2,"Yussuf Poulsen"
"1430",4,"RB Leipzig","start","Sesko","Sturm",0,74,74,4.5,"away","FC St. Pauli",0,0,0,0,0,0,0,0,0,0,FALSE,"Sturm","pl-k00133398","Benjamin","Sesko","Benjamin Sesko",5,151,3.74,3,4,-4,0,0,0,0,0,0,0,0,0,"Benjamin Sesko"
"1431",4,"RB Leipzig","sub","Openda","Sturm",61,90,29,3,"away","FC St. Pauli",0,0,0,0,0,0,0,0,0,0,FALSE,"Sturm","pl-k00110717","Lois","Openda","Lois Openda",8,173,3.53,3,2,2,0,0,0,0,0,0,0,0,4,"Lois Openda"
"1432",4,"RB Leipzig","sub","Vermeeren","Mittelfeld",62,90,28,3,"away","FC St. Pauli",0,0,0,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00146044","Arthur","Vermeeren","Arthur Vermeeren",2.2,64,3.85,4,2,2,0,0,0,0,0,0,0,0,4,"Arthur Vermeeren"
"1433",4,"RB Leipzig","sub","Nusa","Sturm",62,90,28,3,"away","FC St. Pauli",0,0,0,0,0,0,0,0,0,0,FALSE,"Sturm","pl-k00139305","Antonio","Nusa","Antonio Nusa",2,106,3.45,3,2,2,0,0,0,0,0,0,0,0,4,"Antonio Nusa"
"1434",4,"RB Leipzig","sub","Silva","Sturm",74,90,16,NA,"away","FC St. Pauli",0,0,0,0,0,0,0,0,0,0,FALSE,"Sturm","pl-k00085014","André","Silva","André Silva",2.8,38,3.81,3,2,NA,0,0,0,0,0,0,0,0,2,"André Silva"
"1435",4,"RB Leipzig","sub","Henrichs","Abwehr",74,90,16,NA,"away","FC St. Pauli",0,0,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00071021","Benjamin","Henrichs","Benjamin Henrichs",3.4,44,3.73,5,2,NA,0,0,0,0,0,0,0,0,2,"Benjamin Henrichs"
"1436",4,"RB Leipzig","bench","Vandevoordt","Tor",NA,NA,NA,NA,"away","FC St. Pauli",0,0,0,0,0,0,0,0,0,0,FALSE,"Tor","pl-k00112924","Maarten","Vandevoordt","Maarten Vandevoordt",1,24,3.3,6,0,NA,0,0,0,0,0,0,0,0,0,"Maarten Vandevoordt"
"1437",4,"RB Leipzig","bench","Bitshiabu","Abwehr",NA,NA,NA,NA,"away","FC St. Pauli",0,0,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00136673","El Chadaille","Bitshiabu","El Chadaille Bitshiabu",1.5,50,3.73,5,0,NA,0,0,0,0,0,0,0,0,0,"El Chadaille Bitshiabu"
"1438",4,"RB Leipzig","bench","Lukeba","Abwehr",NA,NA,NA,NA,"away","FC St. Pauli",0,0,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00135025","Castello","Lukeba","Castello Lukeba",2.8,84,3.47,5,0,NA,0,0,0,0,0,0,0,0,0,"Castello Lukeba"
"1439",4,"RB Leipzig","bench","Elmas","Mittelfeld",NA,NA,NA,NA,"away","FC St. Pauli",0,0,0,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00094920","Eljif","Elmas","Eljif Elmas",2,0,4.5,4,0,NA,0,0,0,0,0,0,0,0,0,"Eljif Elmas"
"1440",5,"Borussia Dortmund","start","Kobel","Tor",0,90,90,5,"home","VfL Bochum",4,2,0,0,0,0,0,0,0,0,FALSE,"Tor","pl-k00087673","Gregor","Kobel","Gregor Kobel",4.2,213,2.97,6,4,-6,0,0,0,0,0,0,0,0,-2,"Gregor Kobel"
"1441",5,"Borussia Dortmund","start","Yan Couto","Abwehr",0,82,82,4.5,"home","VfL Bochum",4,2,0,0,0,0,0,1,0,0,FALSE,"Abwehr","pl-k00123524","Yan","Bueno Couto","Yan Couto",3.6,14,4.35,5,4,-4,0,0,0,0,0,0,0,0,0,"Yan Couto"
"1442",5,"Borussia Dortmund","start","Anton","Abwehr",0,90,90,4.5,"home","VfL Bochum",4,2,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00080174","Waldemar","Anton","Waldemar Anton",4,135,3.26,5,4,-4,0,0,0,0,0,0,0,0,0,"Waldemar Anton"
"1443",5,"Borussia Dortmund","start","N. Schlotterbeck","Abwehr",0,90,90,3.5,"home","VfL Bochum",4,2,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00096140","Nico","Schlotterbeck","Nico Schlotterbeck",3.8,106,3.36,5,4,0,0,0,0,0,0,0,0,0,4,"Nico Schlotterbeck"
"1444",5,"Borussia Dortmund","start","Ryerson","Abwehr",0,74,74,4,"home","VfL Bochum",4,2,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00104485","Julian","Ryerson","Julian Ryerson",2.8,121,3.55,5,4,-2,0,0,0,0,0,0,0,0,2,"Julian Ryerson"
"1445",5,"Borussia Dortmund","start","Can","Mittelfeld",0,90,90,2.5,"home","VfL Bochum",4,2,0,1,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00058007","Emre","Can","Emre Can",2.5,118,3.48,4,4,4,0,4,0,0,0,0,0,0,12,"Emre Can"
"1446",5,"Borussia Dortmund","start","P. Groß","Mittelfeld",0,74,74,3,"home","VfL Bochum",4,2,0,0,0,0,0,1,0,0,FALSE,"Mittelfeld","pl-k00054652","Pascal","Groß","Pascal Groß",3.8,128,3.52,4,4,2,0,0,0,0,0,0,0,0,6,"Pascal Groß"
"1447",5,"Borussia Dortmund","start","Adeyemi","Sturm",0,90,90,2.5,"home","VfL Bochum",4,2,0,0,2,0,0,0,0,0,FALSE,"Sturm","pl-k00105841","Karim","Adeyemi","Karim Adeyemi",3,127,3.45,3,4,4,0,0,4,0,0,0,0,0,12,"Karim Adeyemi"
"1448",5,"Borussia Dortmund","start","Brandt","Mittelfeld",0,74,74,3,"home","VfL Bochum",4,2,0,0,1,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00068578","Julian","Brandt","Julian Brandt",5,144,3.66,4,4,2,0,0,2,0,0,0,0,0,8,"Julian Brandt"
"1449",5,"Borussia Dortmund","start","Gittens","Sturm",0,66,66,4,"home","VfL Bochum",4,2,0,0,0,0,0,0,0,0,FALSE,"Sturm","pl-k00131588","Jamie","Gittens","Jamie Gittens",2.4,130,3.63,3,4,-2,0,0,0,0,0,0,0,0,2,"Jamie Gittens"
"1450",5,"Borussia Dortmund","start","Guirassy","Sturm",0,90,90,1,"home","VfL Bochum",4,2,2,0,0,1,0,0,0,0,TRUE,"Sturm","pl-k00089442","Serhou","Guirassy","Serhou Guirassy",7.5,228,3.3,3,4,10,6,0,0,2,0,0,3,0,25,"Serhou Guirassy"
"1451",5,"Borussia Dortmund","sub","Duranville","Sturm",66,90,24,NA,"home","VfL Bochum",4,2,0,0,0,0,0,0,0,0,FALSE,"Sturm","pl-k00146959","Julien","Duranville","Julien Duranville",1,16,4.2,3,2,NA,0,0,0,0,0,0,0,0,2,"Julien Duranville"
"1452",5,"Borussia Dortmund","sub","Beier","Sturm",74,90,16,NA,"home","VfL Bochum",4,2,0,0,0,0,0,0,0,0,FALSE,"Sturm","pl-k00114736","Maximilian","Beier","Maximilian Beier",4.8,124,3.63,3,2,NA,0,0,0,0,0,0,0,0,2,"Maximilian Beier"
"1453",5,"Borussia Dortmund","sub","Bensebaini","Abwehr",74,90,16,NA,"home","VfL Bochum",4,2,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00089649","Ramy","Bensebaini","Ramy Bensebaini",2.4,146,3.33,5,2,NA,0,0,0,0,0,0,0,0,2,"Ramy Bensebaini"
"1454",5,"Borussia Dortmund","sub","F. Nmecha","Mittelfeld",74,90,16,NA,"home","VfL Bochum",4,2,1,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00106928","Felix","Nmecha","Felix Nmecha",2.2,111,3.53,4,2,NA,4,0,0,0,0,0,0,0,6,"Felix Nmecha"
"1455",5,"Borussia Dortmund","sub","Süle","Abwehr",82,90,8,NA,"home","VfL Bochum",4,2,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00066745","Niklas","Süle","Niklas Süle",3,66,3.27,5,2,NA,0,0,0,0,0,0,0,0,2,"Niklas Süle"
"1456",5,"Borussia Dortmund","bench","A. Meyer","Tor",NA,NA,NA,NA,"home","VfL Bochum",4,2,0,0,0,0,0,0,0,0,FALSE,"Tor","pl-k00058740","Alexander","Meyer","Alexander Meyer",0.8,16,2.5,6,0,NA,0,0,0,0,0,0,0,0,0,"Alexander Meyer"
"1457",5,"Borussia Dortmund","bench","Wätjen","Mittelfeld",NA,NA,NA,NA,"home","VfL Bochum",4,2,0,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00139482","Kjell","Wätjen","Kjell Wätjen",1.2,4,0,4,0,NA,0,0,0,0,0,0,0,0,0,"Kjell Wätjen"
"1458",5,"Borussia Dortmund","bench","Malen","Sturm",NA,NA,NA,NA,"home","VfL Bochum",4,2,0,0,0,0,0,0,0,0,FALSE,"Sturm","pl-k00102402","Donyell","Malen","Donyell Malen",4.5,31,3.9,3,0,NA,0,0,0,0,0,0,0,0,0,"Donyell Malen"
"1459",5,"VfL Bochum","start","Drewes","Tor",0,90,90,5,"away","Borussia Dortmund",2,4,0,0,0,0,0,0,0,0,FALSE,"Tor","pl-k00067144","Patrick","Drewes","Patrick Drewes",2,92,3.45,6,4,-6,0,0,0,0,0,0,0,0,-2,"Patrick Drewes"
"1460",5,"VfL Bochum","start","Passlack","Abwehr",0,90,90,3,"away","Borussia Dortmund",2,4,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00080342","Felix","Passlack","Felix Passlack",1.4,85,3.95,5,4,2,0,0,0,0,0,0,0,0,6,"Felix Passlack"
"1461",5,"VfL Bochum","start","Medic","Abwehr",0,90,90,4,"away","Borussia Dortmund",2,4,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00109956","Jakov","Medic","Jakov Medic",1.5,61,3.83,5,4,-2,0,0,0,0,0,0,0,0,2,"Jakov Medic"
"1462",5,"VfL Bochum","start","Oermann","Abwehr",0,90,90,4.5,"away","Borussia Dortmund",2,4,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00131053","Tim","Oermann","Tim Oermann",1.4,77,3.88,5,4,-4,0,0,0,0,0,0,0,0,0,"Tim Oermann"
"1463",5,"VfL Bochum","start","Wittek","Abwehr",0,90,90,4,"away","Borussia Dortmund",2,4,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00078467","Maximilian","Wittek","Maximilian Wittek",1.7,70,3.98,5,4,-2,0,0,0,0,0,0,0,0,2,"Maximilian Wittek"
"1464",5,"VfL Bochum","start","Losilla","Mittelfeld",0,90,90,3,"away","Borussia Dortmund",2,4,0,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00073015","Anthony","Losilla","Anthony Losilla",2,46,3.84,4,4,2,0,0,0,0,0,0,0,0,6,"Anthony Losilla"
"1465",5,"VfL Bochum","start","Sissoko","Mittelfeld",0,82,82,3,"away","Borussia Dortmund",2,4,0,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00099754","Ibrahima","Sissoko","Ibrahima Sissoko",1.8,147,3.42,4,4,2,0,0,0,0,0,0,0,0,6,"Ibrahima Sissoko"
"1466",5,"VfL Bochum","start","Bero","Mittelfeld",0,82,82,2.5,"away","Borussia Dortmund",2,4,1,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00082966","Matus","Bero","Matus Bero",1.6,142,3.5,4,4,4,4,0,0,0,0,0,0,0,12,"Matus Bero"
"1467",5,"VfL Bochum","start","D. de Wit","Mittelfeld",0,90,90,2.5,"away","Borussia Dortmund",2,4,1,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00101639","Dani","de Wit","Dani de Wit",2.2,46,4.19,4,4,4,4,0,0,0,0,0,0,0,12,"Dani de Wit"
"1468",5,"VfL Bochum","start","Boadu","Sturm",0,62,62,4,"away","Borussia Dortmund",2,4,0,0,0,0,0,0,0,0,FALSE,"Sturm","pl-k00098654","Myron","Boadu","Myron Boadu",1.7,81,3.79,3,4,-2,0,0,0,0,0,0,0,0,2,"Myron Boadu"
"1469",5,"VfL Bochum","start","P. Hofmann","Sturm",0,72,72,3.5,"away","Borussia Dortmund",2,4,0,0,1,0,0,0,0,0,FALSE,"Sturm","pl-k00066531","Philipp","Hofmann","Philipp Hofmann",1.8,86,3.96,3,4,0,0,0,2,0,0,0,0,0,6,"Philipp Hofmann"
"1470",5,"VfL Bochum","sub","Broschinski","Sturm",62,90,28,4.5,"away","Borussia Dortmund",2,4,0,0,0,0,0,0,0,0,FALSE,"Sturm","pl-k00105566","Moritz","Broschinski","Moritz Broschinski",1.2,39,4.33,3,2,-4,0,0,0,0,0,0,0,0,-2,"Moritz Broschinski"
"1471",5,"VfL Bochum","sub","Miyoshi","Mittelfeld",72,90,18,NA,"away","Borussia Dortmund",2,4,0,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00106078","Koji","Miyoshi","Koji Miyoshi",1.3,12,4.5,4,2,NA,0,0,0,0,0,0,0,0,2,"Koji Miyoshi"
"1472",5,"VfL Bochum","sub","Kwarteng","Mittelfeld",82,90,8,NA,"away","Borussia Dortmund",2,4,0,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00088774","Moritz-Broni","Kwarteng","Moritz-Broni Kwarteng",1.4,4,4.13,4,2,NA,0,0,0,0,0,0,0,0,2,"Moritz-Broni Kwarteng"
"1473",5,"VfL Bochum","sub","Baldé","Sturm",82,90,8,NA,"away","Borussia Dortmund",2,4,0,0,0,0,0,0,0,0,FALSE,"Sturm","pl-k00123796","Aliou","BaldÃ©","Aliou BaldÃ©",1.2,10,3.5,3,2,NA,0,0,0,0,0,0,0,0,2,"Aliou BaldÃ©"
"1474",5,"VfL Bochum","bench","T. Horn","Tor",NA,NA,NA,NA,"away","Borussia Dortmund",2,4,0,0,0,0,0,0,0,0,FALSE,"Tor","pl-k00049258","Timo","Horn","Timo Horn",2.4,84,3.12,6,0,NA,0,0,0,0,0,0,0,0,0,"Timo Horn"
"1475",5,"VfL Bochum","bench","Gamboa","Abwehr",NA,NA,NA,NA,"away","Borussia Dortmund",2,4,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00070381","Cristian","Gamboa","Cristian Gamboa",1.2,21,4.75,5,0,NA,0,0,0,0,0,0,0,0,0,"Cristian Gamboa"
"1476",5,"VfL Bochum","bench","Loosli","Abwehr",NA,NA,NA,NA,"away","Borussia Dortmund",2,4,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00089406","Noah","Loosli","Noah Loosli",1,0,0,5,0,NA,0,0,0,0,0,0,0,0,0,"Noah Loosli"
"1477",5,"VfL Bochum","bench","Pannewig","Mittelfeld",NA,NA,NA,NA,"away","Borussia Dortmund",2,4,0,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00140723","Mats","Pannewig","Mats Pannewig",0.5,20,4.5,4,0,NA,0,0,0,0,0,0,0,0,0,"Mats Pannewig"
"1478",5,"VfL Bochum","bench","Bamba","Sturm",NA,NA,NA,NA,"away","Borussia Dortmund",2,4,0,0,0,0,0,0,0,0,FALSE,"Sturm","pl-k00118059","Samuel","Bamba","Samuel Bamba",1.4,10,0,3,0,NA,0,0,0,0,0,0,0,0,0,"Samuel Bamba"
"1479",5,"RB Leipzig","start","Gulacsi","Tor",0,90,90,1.5,"home","FC Augsburg",4,0,0,0,0,0,0,0,0,0,FALSE,"Tor","pl-k00058548","Peter","Gulacsi","Peter Gulacsi",3.6,262,2.65,6,4,8,0,0,0,0,0,0,0,2,14,"Peter Gulacsi"
"1480",5,"RB Leipzig","start","Geertruida","Abwehr",0,90,90,4,"home","FC Augsburg",4,0,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00100558","Lutsharel","Geertruida","Lutsharel Geertruida",2.6,62,3.87,5,4,-2,0,0,0,0,0,0,0,0,2,"Lutsharel Geertruida"
"1481",5,"RB Leipzig","start","Orban","Abwehr",0,90,90,2.5,"home","FC Augsburg",4,0,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00069255","Willi","Orban","Willi Orban",3.7,151,3.18,5,4,4,0,0,0,0,0,0,0,0,8,"Willi Orban"
"1482",5,"RB Leipzig","start","Lukeba","Abwehr",0,84,84,2.5,"home","FC Augsburg",4,0,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00135025","Castello","Lukeba","Castello Lukeba",2.8,84,3.47,5,4,4,0,0,0,0,0,0,0,0,8,"Castello Lukeba"
"1483",5,"RB Leipzig","start","Raum","Abwehr",0,75,75,2,"home","FC Augsburg",4,0,0,0,1,0,0,0,0,0,FALSE,"Abwehr","pl-k00087750","David","Raum","David Raum",3.6,134,3.14,5,4,6,0,0,2,0,0,0,0,0,12,"David Raum"
"1484",5,"RB Leipzig","start","Seiwald","Mittelfeld",0,90,90,3,"home","FC Augsburg",4,0,0,0,0,0,0,1,0,0,FALSE,"Mittelfeld","pl-k00130252","Nicolas","Seiwald","Nicolas Seiwald",2.2,74,3.74,4,4,2,0,0,0,0,0,0,0,0,6,"Nicolas Seiwald"
"1485",5,"RB Leipzig","start","A. Haidara","Mittelfeld",0,75,75,3,"home","FC Augsburg",4,0,0,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00099794","Amadou","Haidara","Amadou Haidara",2.8,72,3.76,4,4,2,0,0,0,0,0,0,0,0,6,"Amadou Haidara"
"1486",5,"RB Leipzig","start","Nusa","Sturm",0,65,65,3,"home","FC Augsburg",4,0,0,0,0,0,0,0,0,0,FALSE,"Sturm","pl-k00139305","Antonio","Nusa","Antonio Nusa",2,106,3.45,3,4,2,0,0,0,0,0,0,0,0,6,"Antonio Nusa"
"1487",5,"RB Leipzig","start","Xavi","Mittelfeld",0,90,90,2,"home","FC Augsburg",4,0,1,0,1,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00131111","Xavi","Simons","Xavi",6.5,182,3.32,4,4,6,4,0,2,0,0,0,0,0,16,"Xavi"
