"","spt","team","status","player","type","begin","end","mins","grade","location","opponent","tG","tGA","npG","pG","npA","pA","ownG","ylw","ylwred","red","sds","Position","kID","Vorname","Nachname","Name_lang","MW","Punkte","Note","G_coef","status_pts","grade_pts","npG_pts","pG_pts","npA_pts","pA_pts","ylwred_pts","red_pts","sds_pts","clean_sheet_pts","points","name_long"
"1",1,"Bor. Mönchengladbach","start","Omlin","Tor",0,90,90,2.5,"home","Bayer 04 Leverkusen",2,3,0,0,0,0,0,0,0,0,FALSE,"Tor","pl-k00084309","Jonas","Omlin","Jonas Omlin",2.6,53,3.33,6,4,4,0,0,0,0,0,0,0,0,8,"Jonas Omlin"
"2",1,"Bor. Mönchengladbach","start","Scally","Abwehr",0,90,90,4,"home","Bayer 04 Leverkusen",2,3,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00113185","Joe","Scally","Joe Scally",1.5,64,4,5,4,-2,0,0,0,0,0,0,0,0,2,"Joe Scally"
"3",1,"Bor. Mönchengladbach","start","Itakura","Abwehr",0,90,90,3,"home","Bayer 04 Leverkusen",2,3,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00106087","Ko","Itakura","Ko Itakura",2,156,3.42,5,4,2,0,0,0,0,0,0,0,0,6,"Ko Itakura"
"4",1,"Bor. Mönchengladbach","start","Elvedi","Abwehr",0,90,90,3.5,"home","Bayer 04 Leverkusen",2,3,1,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00084365","Nico","Elvedi","Nico Elvedi",2,111,3.46,5,4,0,5,0,0,0,0,0,0,0,9,"Nico Elvedi"
"5",1,"Bor. Mönchengladbach","start","Honorat","Mittelfeld",0,90,90,4,"home","Bayer 04 Leverkusen",2,3,0,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00091126","Franck","Honorat","Franck Honorat",2.8,117,3.42,4,4,-2,0,0,0,0,0,0,0,0,2,"Franck Honorat"
"6",1,"Bor. Mönchengladbach","start","Reitz","Mittelfeld",0,71,71,3.5,"home","Bayer 04 Leverkusen",2,3,0,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00104895","Rocco","Reitz","Rocco Reitz",3,115,3.43,4,4,0,0,0,0,0,0,0,0,0,4,"Rocco Reitz"
"7",1,"Bor. Mönchengladbach","start","Weigl","Mittelfeld",0,90,90,3.5,"home","Bayer 04 Leverkusen",2,3,0,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00076799","Julian","Weigl","Julian Weigl",2.2,88,3.86,4,4,0,0,0,0,0,0,0,0,0,4,"Julian Weigl"
"8",1,"Bor. Mönchengladbach","start","Netz","Abwehr",0,90,90,5,"home","Bayer 04 Leverkusen",2,3,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00107684","Luca","Netz","Luca Netz",1.7,38,4.13,5,4,-6,0,0,0,0,0,0,0,0,-2,"Luca Netz"
"9",1,"Bor. Mönchengladbach","start","Stöger","Mittelfeld",0,90,90,2,"home","Bayer 04 Leverkusen",2,3,0,0,1,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00067514","Kevin","Stöger","Kevin Stöger",3.5,108,3.57,4,4,6,0,0,2,0,0,0,0,0,12,"Kevin Stöger"
"10",1,"Bor. Mönchengladbach","start","Plea","Sturm",0,71,71,5,"home","Bayer 04 Leverkusen",2,3,0,0,0,0,0,0,0,0,FALSE,"Sturm","pl-k00075072","Alassane","Plea","Alassane Plea",2.5,143,3.66,3,4,-6,0,0,0,0,0,0,0,0,-2,"Alassane Plea"
"11",1,"Bor. Mönchengladbach","start","Kleindienst","Sturm",0,90,90,2.5,"home","Bayer 04 Leverkusen",2,3,1,0,0,0,0,0,0,0,FALSE,"Sturm","pl-k00076954","Tim","Kleindienst","Tim Kleindienst",3.8,202,3.45,3,4,4,3,0,0,0,0,0,0,0,11,"Tim Kleindienst"
"12",1,"Bor. Mönchengladbach","sub","Cvancara","Sturm",71,90,19,NA,"home","Bayer 04 Leverkusen",2,3,0,0,0,0,0,0,0,0,FALSE,"Sturm","pl-k00112498","Tomas","Cvancara","Tomas Cvancara",1.6,52,4.25,3,2,NA,0,0,0,0,0,0,0,0,2,"Tomas Cvancara"
"13",1,"Bor. Mönchengladbach","sub","Sander","Mittelfeld",71,90,19,NA,"home","Bayer 04 Leverkusen",2,3,0,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00090371","Philipp","Sander","Philipp Sander",2,74,3.75,4,2,NA,0,0,0,0,0,0,0,0,2,"Philipp Sander"
"14",1,"Bor. Mönchengladbach","sub","Chiarodia","Abwehr",90,90,0,NA,"home","Bayer 04 Leverkusen",2,3,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00137935","Fabio","Chiarodia","Fabio Chiarodia",1,39,3.7,5,2,NA,0,0,0,0,0,0,0,0,2,"Fabio Chiarodia"
"15",1,"Bor. Mönchengladbach","sub","Ngoumou","Mittelfeld",90,90,0,NA,"home","Bayer 04 Leverkusen",2,3,0,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00117583","Nathan","Ngoumou","Nathan Ngoumou",1.8,50,3.86,4,2,NA,0,0,0,0,0,0,0,0,2,"Nathan Ngoumou"
"16",1,"Bor. Mönchengladbach","sub","Lainer","Abwehr",90,90,0,NA,"home","Bayer 04 Leverkusen",2,3,0,0,0,0,0,1,0,0,FALSE,"Abwehr","pl-k00066249","Stefan","Lainer","Stefan Lainer",1.4,47,3.88,5,2,NA,0,0,0,0,0,0,0,0,2,"Stefan Lainer"
"17",1,"Bor. Mönchengladbach","bench","Nicolas","Tor",NA,NA,NA,NA,"home","Bayer 04 Leverkusen",2,3,0,0,0,0,0,0,0,0,FALSE,"Tor","pl-k00079199","Moritz","Nicolas","Moritz Nicolas",1.8,142,2.78,6,0,NA,0,0,0,0,0,0,0,0,0,"Moritz Nicolas"
"18",1,"Bor. Mönchengladbach","bench","Friedrich","Abwehr",NA,NA,NA,NA,"home","Bayer 04 Leverkusen",2,3,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00077333","Marvin","Friedrich","Marvin Friedrich",1.6,76,3.23,5,0,NA,0,0,0,0,0,0,0,0,0,"Marvin Friedrich"
"19",1,"Bor. Mönchengladbach","bench","Hack","Mittelfeld",NA,NA,NA,NA,"home","Bayer 04 Leverkusen",2,3,0,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00082727","Robin","Hack","Robin Hack",3.5,133,3.71,4,0,NA,0,0,0,0,0,0,0,0,0,"Robin Hack"
"20",1,"Bor. Mönchengladbach","bench","Neuhaus","Mittelfeld",NA,NA,NA,NA,"home","Bayer 04 Leverkusen",2,3,0,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00081913","Florian","Neuhaus","Florian Neuhaus",2.2,45,3.5,4,0,NA,0,0,0,0,0,0,0,0,0,"Florian Neuhaus"
"21",1,"Bayer 04 Leverkusen","start","Hradecky","Tor",0,90,90,2,"away","Bor. Mönchengladbach",3,2,0,0,0,0,0,0,0,0,FALSE,"Tor","pl-k00057925","Lukas","Hradecky","Lukas Hradecky",3.6,166,3.17,6,4,6,0,0,0,0,0,0,0,0,10,"Lukas Hradecky"
"22",1,"Bayer 04 Leverkusen","start","Tapsoba","Abwehr",0,90,90,4,"away","Bor. Mönchengladbach",3,2,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00114601","Edmond","Tapsoba","Edmond Tapsoba",3.6,124,3.43,5,4,-2,0,0,0,0,0,0,0,0,2,"Edmond Tapsoba"
"23",1,"Bayer 04 Leverkusen","start","Tah","Abwehr",0,90,90,2.5,"away","Bor. Mönchengladbach",3,2,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00070592","Jonathan","Tah","Jonathan Tah",5.5,244,2.83,5,4,4,0,0,0,0,0,0,0,0,8,"Jonathan Tah"
"24",1,"Bayer 04 Leverkusen","start","Hincapie","Abwehr",0,90,90,3,"away","Bor. Mönchengladbach",3,2,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00123844","Piero","Hincapie","Piero Hincapie",2.6,200,2.97,5,4,2,0,0,0,0,0,0,0,0,6,"Piero Hincapie"
"25",1,"Bayer 04 Leverkusen","start","Frimpong","Abwehr",0,90,90,2,"away","Bor. Mönchengladbach",3,2,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00121927","Jeremie","Frimpong","Jeremie Frimpong",6,194,3.17,5,4,6,0,0,0,0,0,0,0,0,10,"Jeremie Frimpong"
"26",1,"Bayer 04 Leverkusen","start","G. Xhaka","Mittelfeld",0,90,90,3,"away","Bor. Mönchengladbach",3,2,1,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00057343","Granit","Xhaka","Granit Xhaka",6,214,3.09,4,4,2,4,0,0,0,0,0,0,0,10,"Granit Xhaka"
"27",1,"Bayer 04 Leverkusen","start","Andrich","Mittelfeld",0,82,82,3.5,"away","Bor. Mönchengladbach",3,2,0,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00070997","Robert","Andrich","Robert Andrich",3.8,115,3.3,4,4,0,0,0,0,0,0,0,0,0,4,"Robert Andrich"
"28",1,"Bayer 04 Leverkusen","start","Grimaldo","Abwehr",0,90,90,2.5,"away","Bor. Mönchengladbach",3,2,0,0,1,0,0,0,0,0,FALSE,"Abwehr","pl-k00081465","Alejandro","Grimaldo","Alejandro Grimaldo",6.5,174,3.34,5,4,4,0,0,2,0,0,0,0,0,10,"Alejandro Grimaldo"
"29",1,"Bayer 04 Leverkusen","start","Hofmann","Mittelfeld",0,65,65,4,"away","Bor. Mönchengladbach",3,2,0,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00068029","Jonas","Hofmann","Jonas Hofmann",4,36,3.64,4,4,-2,0,0,0,0,0,0,0,0,2,"Jonas Hofmann"
"30",1,"Bayer 04 Leverkusen","start","Wirtz","Mittelfeld",0,90,90,2,"away","Bor. Mönchengladbach",3,2,2,0,0,0,0,0,0,0,TRUE,"Mittelfeld","pl-k00107693","Florian","Wirtz","Florian Wirtz",8.5,321,2.45,4,4,6,8,0,0,0,0,0,3,0,21,"Florian Wirtz"
"31",1,"Bayer 04 Leverkusen","start","Boniface","Sturm",0,82,82,3,"away","Bor. Mönchengladbach",3,2,0,0,0,0,0,0,0,0,FALSE,"Sturm","pl-k00132800","Victor","Boniface","Victor Boniface",6,109,3.19,3,4,2,0,0,0,0,0,0,0,0,6,"Victor Boniface"
"32",1,"Bayer 04 Leverkusen","sub","Terrier","Sturm",65,90,25,3.5,"away","Bor. Mönchengladbach",3,2,0,0,0,0,0,0,0,0,FALSE,"Sturm","pl-k00097797","Martin","Terrier","Martin Terrier",3,50,3.56,3,2,0,0,0,0,0,0,0,0,0,2,"Martin Terrier"
"33",1,"Bayer 04 Leverkusen","sub","Aleix Garcia","Mittelfeld",82,90,8,NA,"away","Bor. Mönchengladbach",3,2,0,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00088240","Aleix","Garcia","Aleix Garcia",3.2,109,3.56,4,2,NA,0,0,0,0,0,0,0,0,2,"Aleix Garcia"
"34",1,"Bayer 04 Leverkusen","sub","Adli","Sturm",82,90,8,NA,"away","Bor. Mönchengladbach",3,2,0,0,0,0,0,0,0,0,FALSE,"Sturm","pl-k00119825","Amine","Adli","Amine Adli",2.6,59,3.58,3,2,NA,0,0,0,0,0,0,0,0,2,"Amine Adli"
"35",1,"Bayer 04 Leverkusen","bench","Kovar","Tor",NA,NA,NA,NA,"away","Bor. Mönchengladbach",3,2,0,0,0,0,0,0,0,0,FALSE,"Tor","pl-k00118662","Matej","Kovar","Matej Kovar",1,24,3.6,6,0,NA,0,0,0,0,0,0,0,0,0,"Matej Kovar"
"36",1,"Bayer 04 Leverkusen","bench","Arthur","Abwehr",NA,NA,NA,NA,"away","Bor. Mönchengladbach",3,2,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00144843","Arthur Augusto","de Matos Soares","Arthur",1.6,28,4.28,5,0,NA,0,0,0,0,0,0,0,0,0,"Arthur"
"37",1,"Bayer 04 Leverkusen","bench","Belocian","Abwehr",NA,NA,NA,NA,"away","Bor. Mönchengladbach",3,2,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00143938","Jeanuel","Belocian","Jeanuel Belocian",1.5,8,4.5,5,0,NA,0,0,0,0,0,0,0,0,0,"Jeanuel Belocian"
"38",1,"Bayer 04 Leverkusen","bench","Kossounou",NA,NA,NA,NA,NA,"away","Bor. Mönchengladbach",3,2,0,0,0,0,0,0,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,0,0,0,0,0,0,0,0,0,"Kossounou"
"39",1,"Bayer 04 Leverkusen","bench","Schick","Sturm",NA,NA,NA,NA,"away","Bor. Mönchengladbach",3,2,0,0,0,0,0,0,0,0,FALSE,"Sturm","pl-k00085778","Patrik","Schick","Patrik Schick",4,218,3,3,0,NA,0,0,0,0,0,0,0,0,0,"Patrik Schick"
"40",1,"Bayer 04 Leverkusen","bench","Tella","Sturm",NA,NA,NA,NA,"away","Bor. Mönchengladbach",3,2,0,0,0,0,0,0,0,0,FALSE,"Sturm","pl-k00129118","Nathan","Tella","Nathan Tella",3,76,3.81,3,0,NA,0,0,0,0,0,0,0,0,0,"Nathan Tella"
"41",1,"RB Leipzig","start","Gulacsi","Tor",0,90,90,3.5,"home","VfL Bochum",1,0,0,0,0,0,0,0,0,0,FALSE,"Tor","pl-k00058548","Peter","Gulacsi","Peter Gulacsi",3.6,262,2.65,6,4,0,0,0,0,0,0,0,0,2,6,"Peter Gulacsi"
"42",1,"RB Leipzig","start","Simakan",NA,0,55,55,3,"home","VfL Bochum",1,0,0,0,0,0,0,0,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,0,0,0,0,0,0,0,0,6,"Simakan"
"43",1,"RB Leipzig","start","Orban","Abwehr",0,90,90,4,"home","VfL Bochum",1,0,0,0,0,0,0,0,0,1,FALSE,"Abwehr","pl-k00069255","Willi","Orban","Willi Orban",3.7,151,3.18,5,4,-2,0,0,0,0,0,-6,0,0,-4,"Willi Orban"
"44",1,"RB Leipzig","start","Lukeba","Abwehr",0,90,90,3,"home","VfL Bochum",1,0,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00135025","Castello","Lukeba","Castello Lukeba",2.8,84,3.47,5,4,2,0,0,0,0,0,0,0,0,6,"Castello Lukeba"
"45",1,"RB Leipzig","start","Raum","Abwehr",0,90,90,4,"home","VfL Bochum",1,0,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00087750","David","Raum","David Raum",3.6,134,3.14,5,4,-2,0,0,0,0,0,0,0,0,2,"David Raum"
"46",1,"RB Leipzig","start","Seiwald","Mittelfeld",0,55,55,4,"home","VfL Bochum",1,0,0,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00130252","Nicolas","Seiwald","Nicolas Seiwald",2.2,74,3.74,4,4,-2,0,0,0,0,0,0,0,0,2,"Nicolas Seiwald"
"47",1,"RB Leipzig","start","Kampl","Mittelfeld",0,90,90,3.5,"home","VfL Bochum",1,0,0,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00057894","Kevin","Kampl","Kevin Kampl",1.8,94,3.48,4,4,0,0,0,0,0,0,0,0,0,4,"Kevin Kampl"
"48",1,"RB Leipzig","start","A. Haidara","Mittelfeld",0,75,75,3,"home","VfL Bochum",1,0,0,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00099794","Amadou","Haidara","Amadou Haidara",2.8,72,3.76,4,4,2,0,0,0,0,0,0,0,0,6,"Amadou Haidara"
"49",1,"RB Leipzig","start","Xavi","Mittelfeld",0,90,90,4,"home","VfL Bochum",1,0,0,0,1,0,0,1,0,0,FALSE,"Mittelfeld","pl-k00131111","Xavi","Simons","Xavi",6.5,182,3.32,4,4,-2,0,0,2,0,0,0,0,0,4,"Xavi"
"50",1,"RB Leipzig","start","Openda","Sturm",0,86,86,3,"home","VfL Bochum",1,0,0,0,0,0,0,0,0,0,FALSE,"Sturm","pl-k00110717","Lois","Openda","Lois Openda",8,173,3.53,3,4,2,0,0,0,0,0,0,0,0,6,"Lois Openda"
"51",1,"RB Leipzig","start","Sesko","Sturm",0,75,75,4.5,"home","VfL Bochum",1,0,0,0,0,0,0,0,0,0,FALSE,"Sturm","pl-k00133398","Benjamin","Sesko","Benjamin Sesko",5,151,3.74,3,4,-4,0,0,0,0,0,0,0,0,0,"Benjamin Sesko"
"52",1,"RB Leipzig","sub","Henrichs","Abwehr",55,90,35,2.5,"home","VfL Bochum",1,0,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00071021","Benjamin","Henrichs","Benjamin Henrichs",3.4,44,3.73,5,2,4,0,0,0,0,0,0,0,0,6,"Benjamin Henrichs"
"53",1,"RB Leipzig","sub","Nusa","Sturm",55,90,35,2,"home","VfL Bochum",1,0,1,0,0,0,0,0,0,0,TRUE,"Sturm","pl-k00139305","Antonio","Nusa","Antonio Nusa",2,106,3.45,3,2,6,3,0,0,0,0,0,3,0,14,"Antonio Nusa"
"54",1,"RB Leipzig","sub","Poulsen","Sturm",75,90,15,NA,"home","VfL Bochum",1,0,0,0,0,0,0,0,0,0,FALSE,"Sturm","pl-k00076446","Yussuf","Poulsen","Yussuf Poulsen",2.2,50,4,3,2,NA,0,0,0,0,0,0,0,0,2,"Yussuf Poulsen"
"55",1,"RB Leipzig","sub","Klostermann","Abwehr",75,90,15,NA,"home","VfL Bochum",1,0,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00076575","Lukas","Klostermann","Lukas Klostermann",2,91,3.62,5,2,NA,0,0,0,0,0,0,0,0,2,"Lukas Klostermann"
"56",1,"RB Leipzig","sub","Baumgartner","Mittelfeld",86,90,4,NA,"home","VfL Bochum",1,0,0,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00102800","Christoph","Baumgartner","Christoph Baumgartner",3,78,3.88,4,2,NA,0,0,0,0,0,0,0,0,2,"Christoph Baumgartner"
"57",1,"RB Leipzig","bench","Vandevoordt","Tor",NA,NA,NA,NA,"home","VfL Bochum",1,0,0,0,0,0,0,0,0,0,FALSE,"Tor","pl-k00112924","Maarten","Vandevoordt","Maarten Vandevoordt",1,24,3.3,6,0,NA,0,0,0,0,0,0,0,0,0,"Maarten Vandevoordt"
"58",1,"RB Leipzig","bench","Elmas","Mittelfeld",NA,NA,NA,NA,"home","VfL Bochum",1,0,0,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00094920","Eljif","Elmas","Eljif Elmas",2,0,4.5,4,0,NA,0,0,0,0,0,0,0,0,0,"Eljif Elmas"
"59",1,"RB Leipzig","bench","Gebel","Mittelfeld",NA,NA,NA,NA,"home","VfL Bochum",1,0,0,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00167652","Viggo","Gebel","Viggo Gebel",0.8,2,0,4,0,NA,0,0,0,0,0,0,0,0,0,"Viggo Gebel"
"60",1,"RB Leipzig","bench","Silva","Sturm",NA,NA,NA,NA,"home","VfL Bochum",1,0,0,0,0,0,0,0,0,0,FALSE,"Sturm","pl-k00085014","André","Silva","André Silva",2.8,38,3.81,3,0,NA,0,0,0,0,0,0,0,0,0,"André Silva"
"61",1,"VfL Bochum","start","Drewes","Tor",0,90,90,3,"away","RB Leipzig",0,1,0,0,0,0,0,0,0,0,FALSE,"Tor","pl-k00067144","Patrick","Drewes","Patrick Drewes",2,92,3.45,6,4,2,0,0,0,0,0,0,0,0,6,"Patrick Drewes"
"62",1,"VfL Bochum","start","Passlack","Abwehr",0,90,90,3,"away","RB Leipzig",0,1,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00080342","Felix","Passlack","Felix Passlack",1.4,85,3.95,5,4,2,0,0,0,0,0,0,0,0,6,"Felix Passlack"
"63",1,"VfL Bochum","start","Medic","Abwehr",0,86,86,3,"away","RB Leipzig",0,1,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00109956","Jakov","Medic","Jakov Medic",1.5,61,3.83,5,4,2,0,0,0,0,0,0,0,0,6,"Jakov Medic"
"64",1,"VfL Bochum","start","Masovic","Abwehr",0,90,90,4,"away","RB Leipzig",0,1,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00097629","Erhan","Masovic","Erhan Masovic",1.5,38,4.1,5,4,-2,0,0,0,0,0,0,0,0,2,"Erhan Masovic"
"65",1,"VfL Bochum","start","Wittek","Abwehr",0,90,90,3,"away","RB Leipzig",0,1,0,0,0,0,0,1,0,0,FALSE,"Abwehr","pl-k00078467","Maximilian","Wittek","Maximilian Wittek",1.7,70,3.98,5,4,2,0,0,0,0,0,0,0,0,6,"Maximilian Wittek"
"66",1,"VfL Bochum","start","Sissoko","Mittelfeld",0,90,90,3.5,"away","RB Leipzig",0,1,0,0,0,0,0,1,0,0,FALSE,"Mittelfeld","pl-k00099754","Ibrahima","Sissoko","Ibrahima Sissoko",1.8,147,3.42,4,4,0,0,0,0,0,0,0,0,0,4,"Ibrahima Sissoko"
"67",1,"VfL Bochum","start","Losilla","Mittelfeld",0,71,71,3.5,"away","RB Leipzig",0,1,0,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00073015","Anthony","Losilla","Anthony Losilla",2,46,3.84,4,4,0,0,0,0,0,0,0,0,0,4,"Anthony Losilla"
"68",1,"VfL Bochum","start","Bero","Mittelfeld",0,90,90,5,"away","RB Leipzig",0,1,0,0,0,0,0,1,0,0,FALSE,"Mittelfeld","pl-k00082966","Matus","Bero","Matus Bero",1.6,142,3.5,4,4,-6,0,0,0,0,0,0,0,0,-2,"Matus Bero"
"69",1,"VfL Bochum","start","Daschner","Mittelfeld",0,63,63,4,"away","RB Leipzig",0,1,0,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00089834","Lukas","Daschner","Lukas Daschner",1.5,10,4.31,4,4,-2,0,0,0,0,0,0,0,0,2,"Lukas Daschner"
"70",1,"VfL Bochum","start","P. Hofmann","Sturm",0,71,71,4,"away","RB Leipzig",0,1,0,0,0,0,0,0,0,0,FALSE,"Sturm","pl-k00066531","Philipp","Hofmann","Philipp Hofmann",1.8,86,3.96,3,4,-2,0,0,0,0,0,0,0,0,2,"Philipp Hofmann"
"71",1,"VfL Bochum","start","Broschinski","Sturm",0,86,86,4,"away","RB Leipzig",0,1,0,0,0,0,0,0,0,0,FALSE,"Sturm","pl-k00105566","Moritz","Broschinski","Moritz Broschinski",1.2,39,4.33,3,4,-2,0,0,0,0,0,0,0,0,2,"Moritz Broschinski"
"72",1,"VfL Bochum","sub","Boadu","Sturm",63,90,27,2.5,"away","RB Leipzig",0,1,0,0,0,0,0,0,0,0,FALSE,"Sturm","pl-k00098654","Myron","Boadu","Myron Boadu",1.7,81,3.79,3,2,4,0,0,0,0,0,0,0,0,6,"Myron Boadu"
"73",1,"VfL Bochum","sub","Baldé","Sturm",71,90,19,NA,"away","RB Leipzig",0,1,0,0,0,0,0,0,0,0,FALSE,"Sturm","pl-k00123796","Aliou","BaldÃ©","Aliou BaldÃ©",1.2,10,3.5,3,2,NA,0,0,0,0,0,0,0,0,2,"Aliou BaldÃ©"
"74",1,"VfL Bochum","sub","Pannewig","Mittelfeld",71,90,19,NA,"away","RB Leipzig",0,1,0,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00140723","Mats","Pannewig","Mats Pannewig",0.5,20,4.5,4,2,NA,0,0,0,0,0,0,0,0,2,"Mats Pannewig"
"75",1,"VfL Bochum","sub","Oermann","Abwehr",86,90,4,NA,"away","RB Leipzig",0,1,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00131053","Tim","Oermann","Tim Oermann",1.4,77,3.88,5,2,NA,0,0,0,0,0,0,0,0,2,"Tim Oermann"
"76",1,"VfL Bochum","sub","Bamba","Sturm",86,90,4,NA,"away","RB Leipzig",0,1,0,0,0,0,0,0,0,0,FALSE,"Sturm","pl-k00118059","Samuel","Bamba","Samuel Bamba",1.4,10,0,3,2,NA,0,0,0,0,0,0,0,0,2,"Samuel Bamba"
"77",1,"VfL Bochum","bench","T. Horn","Tor",NA,NA,NA,NA,"away","RB Leipzig",0,1,0,0,0,0,0,0,0,0,FALSE,"Tor","pl-k00049258","Timo","Horn","Timo Horn",2.4,84,3.12,6,0,NA,0,0,0,0,0,0,0,0,0,"Timo Horn"
"78",1,"VfL Bochum","bench","Gamboa","Abwehr",NA,NA,NA,NA,"away","RB Leipzig",0,1,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00070381","Cristian","Gamboa","Cristian Gamboa",1.2,21,4.75,5,0,NA,0,0,0,0,0,0,0,0,0,"Cristian Gamboa"
"79",1,"VfL Bochum","bench","Loosli","Abwehr",NA,NA,NA,NA,"away","RB Leipzig",0,1,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00089406","Noah","Loosli","Noah Loosli",1,0,0,5,0,NA,0,0,0,0,0,0,0,0,0,"Noah Loosli"
"80",1,"VfL Bochum","bench","Elezi","Mittelfeld",NA,NA,NA,NA,"away","RB Leipzig",0,1,0,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00152386","Agon","Elezi","Agon Elezi",1,0,0,4,0,NA,0,0,0,0,0,0,0,0,0,"Agon Elezi"
"81",1,"TSG Hoffenheim","start","Baumann","Tor",0,90,90,1.5,"home","Holstein Kiel",3,2,0,0,0,0,0,0,0,0,FALSE,"Tor","pl-k00039245","Oliver","Baumann","Oliver Baumann",3.8,184,2.98,6,4,8,0,0,0,0,0,0,0,0,12,"Oliver Baumann"
"82",1,"TSG Hoffenheim","start","Drexler","Abwehr",0,90,90,3.5,"home","Holstein Kiel",3,2,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00132183","Tim","Drexler","Tim Drexler",1.2,8,4.4,5,4,0,0,0,0,0,0,0,0,0,4,"Tim Drexler"
"83",1,"TSG Hoffenheim","start","Stach","Mittelfeld",0,90,90,3,"home","Holstein Kiel",3,2,0,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00096038","Anton","Stach","Anton Stach",3,159,3.25,4,4,2,0,0,0,0,0,0,0,0,6,"Anton Stach"
"84",1,"TSG Hoffenheim","start","Akpoguma","Abwehr",0,90,90,2.5,"home","Holstein Kiel",3,2,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00067724","Kevin","Akpoguma","Kevin Akpoguma",1.7,80,3.78,5,4,4,0,0,0,0,0,0,0,0,8,"Kevin Akpoguma"
"85",1,"TSG Hoffenheim","start","Kaderabek","Abwehr",0,90,90,3,"home","Holstein Kiel",3,2,0,0,0,0,0,0,0,0,FALSE,"Abwehr","pl-k00066084","Pavel","Kaderabek","Pavel Kaderabek",2.2,66,3.83,5,4,2,0,0,0,0,0,0,0,0,6,"Pavel Kaderabek"
"86",1,"TSG Hoffenheim","start","Grillitsch","Mittelfeld",0,69,69,2.5,"home","Holstein Kiel",3,2,0,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00079504","Florian","Grillitsch","Florian Grillitsch",2.6,26,3.69,4,4,4,0,0,0,0,0,0,0,0,8,"Florian Grillitsch"
"87",1,"TSG Hoffenheim","start","Prass","Mittelfeld",0,89,89,4,"home","Holstein Kiel",3,2,0,0,0,0,0,0,0,0,FALSE,"Mittelfeld","pl-k00136435","Alexander","Prass","Alexander Prass",2,44,4.05,4,4,-2,0,0,0,0,0,0,0,0,2,"Alexander Prass"
